2026-05-04 00:00:16.068,req-0003001,user-013,tokenexchange,400,42.008,eastus,4h
2026-05-04 00:01:42.624,req-0003002,user-034,signup,201,58.082,eastus,30m
2026-05-04 00:01:51.231,req-0003003,user-048,login,200,30.022,eastus,1h
2026-05-04 00:09:16.170,req-0003004,user-042,tokenvalidation,200,11.812,westus,1h
2026-05-04 00:10:34.162,req-0003005,user-006,login,401,36.548,westus,24h
2026-05-04 00:11:49.005,req-0003006,user-041,userinfo,200,15.653,northeurope,1h
2026-05-04 00:16:32.565,req-0003007,user-039,logout,200,20.607,southeastasia,15m
2026-05-04 00:19:52.983,req-0003008,user-036,userinfo,500,128.354,,2h
2026-05-04 00:21:57.512,req-0003009,user-008,logout,200,19.571,northeurope,1h
2026-05-04 00:22:17.092,req-0003010,user-038,userinfo,200,32.585,eastus,24h
2026-05-04 00:23:55.102,req-0003011,user-017,tokenvalidation,200,9.267,,30m
2026-05-04 00:26:45.624,req-0003012,user-017,login,401,33.594,eastus,8h
2026-05-04 00:28:51.800,req-0003013,user-032,tokenvalidation,200,6.971,,4h
2026-05-04 00:29:28.889,req-0003014,user-040,userinfo,200,35.772,westus,4h
2026-05-04 00:29:45.424,req-0003015,user-022,tokenvalidation,200,10.952,westus,1h
2026-05-04 00:30:17.108,req-0003016,user-026,tokenvalidation,200,9.807,westus,15m
2026-05-04 00:30:48.104,req-0003017,user-007,tokenvalidation,200,4.251,westus,15m
2026-05-04 00:32:17.874,req-0003018,user-002,userinfo,400,16.070,,
2026-05-04 00:33:30.304,req-0003019,user-004,tokenexchange,400,26.942,westus,2h
2026-05-04 00:34:01.012,req-0003020,user-050,logout,200,9.351,westus,30m
2026-05-04 00:34:21.733,req-0003021,user-039,userinfo,200,22.385,westus,30m
2026-05-04 00:37:38.031,req-0003022,,logout,200,21.207,southeastasia,4h
2026-05-04 00:38:01.892,req-0003023,user-044,login,200,35.994,westus,1h
2026-05-04 00:39:33.925,req-0003024,user-022,tokenvalidation,200,4.140,eastus,24h
2026-05-04 00:41:07.327,req-0003025,user-004,login,200,32.659,westus,4h
2026-05-04 00:42:34.360,req-0003026,user-033,tokenvalidation,200,7.196,southeastasia,2h
2026-05-04 00:45:25.236,req-0003027,user-038,login,200,20.586,eastus,
2026-05-04 00:45:59.485,req-0003028,user-048,userinfo,200,34.501,northeurope,1h
2026-05-04 00:47:44.417,req-0003029,user-003,tokenvalidation,200,7.909,eastus,8h
2026-05-04 00:47:50.083,req-0003030,user-043,logout,200,7.622,southeastasia,
2026-05-04 00:48:02.845,req-0003031,user-050,userinfo,200,23.372,westus,15m
2026-05-04 00:50:53.428,req-0003032,user-033,tokenvalidation,200,8.130,southeastasia,24h
2026-05-04 00:55:30.633,req-0003033,user-008,login,200,26.952,southeastasia,24h
2026-05-04 00:55:49.341,req-0003034,user-050,userinfo,200,37.486,eastus,15m
2026-05-04 00:58:17.395,req-0003035,user-022,userinfo,200,23.918,eastus,15m
2026-05-04 00:58:46.536,req-0003036,user-028,login,200,40.864,,15m
2026-05-04 00:59:00.217,req-0003037,user-025,logout,200,17.367,eastus,8h
2026-05-04 00:59:18.216,req-0003038,user-032,tokenexchange,500,655.332,southeastasia,30m
2026-05-04 00:59:47.984,req-0003039,user-049,tokenvalidation,200,4.017,northeurope,8h
2026-05-04 01:01:11.238,req-0003040,,logout,200,7.935,eastus,30m
2026-05-04 01:02:02.416,req-0003041,user-002,login,200,53.739,southeastasia,4h
2026-05-04 01:02:20.674,req-0003042,user-043,login,200,57.928,westus,15m
2026-05-04 01:04:28.392,req-0003043,user-012,userinfo,200,29.856,eastus,4h
2026-05-04 01:05:33.958,req-0003044,user-041,userinfo,200,27.418,southeastasia,1h
2026-05-04 01:06:38.922,req-0003045,user-027,tokenexchange,200,68.730,eastus,1h
2026-05-04 01:07:40.834,req-0003046,user-029,login,400,23.416,northeurope,
2026-05-04 01:09:11.458,req-0003047,user-043,userinfo,400,7.361,eastus,1h
2026-05-04 01:09:22.774,req-0003048,user-023,login,200,25.053,westus,4h
2026-05-04 01:09:48.390,req-0003049,user-037,signup,201,75.082,westus,8h
2026-05-04 01:10:08.055,req-0003050,user-049,tokenvalidation,200,8.339,eastus,4h
2026-05-04 01:15:25.851,req-0003051,user-005,tokenexchange,401,47.158,southeastasia,24h
2026-05-04 01:18:07.774,req-0003052,user-021,tokenexchange,200,80.109,westus,24h
2026-05-04 01:18:19.416,req-0003053,user-020,login,401,26.293,westus,30m
2026-05-04 01:18:33.348,req-0003054,user-039,login,200,59.428,northeurope,2h
2026-05-04 01:18:49.410,req-0003055,user-035,userinfo,400,11.745,southeastasia,8h
2026-05-04 01:19:09.312,req-0003056,user-026,tokenexchange,401,52.201,eastus,4h
2026-05-04 01:19:33.586,req-0003057,user-025,login,401,17.302,westus,4h
2026-05-04 01:21:59.780,req-0003058,user-008,login,400,22.311,eastus,24h
2026-05-04 01:25:10.141,req-0003059,user-013,login,401,30.306,westus,1h
2026-05-04 01:26:25.148,req-0003060,user-035,userinfo,200,15.789,eastus,4h
2026-05-04 01:26:35.225,req-0003061,,userinfo,200,17.142,eastus,1h
2026-05-04 01:26:53.847,req-0003062,user-026,logout,200,14.824,eastus,15m
2026-05-04 01:28:08.572,req-0003063,user-017,tokenvalidation,401,7.268,eastus,8h
2026-05-04 01:28:30.423,req-0003064,user-047,tokenexchange,200,49.045,eastus,2h
2026-05-04 01:31:21.431,req-0003065,user-023,tokenvalidation,200,7.879,westus,30m
2026-05-04 01:31:47.804,req-0003066,,tokenvalidation,401,5.090,northeurope,30m
2026-05-04 01:33:22.412,req-0003067,user-042,userinfo,200,33.050,eastus,15m
2026-05-04 01:33:54.858,req-0003068,user-049,tokenvalidation,200,8.314,westus,2h
2026-05-04 01:34:30.574,req-0003069,user-005,tokenexchange,500,284.290,eastus,1h
2026-05-04 01:34:53.744,req-0003070,user-046,logout,200,11.558,westus,24h
2026-05-04 01:36:32.500,req-0003071,user-044,login,200,43.634,westus,
2026-05-04 01:37:35.373,req-0003072,user-032,login,401,43.505,westus,30m
2026-05-04 01:40:13.942,req-0003073,user-048,login,200,20.303,eastus,15m
2026-05-04 01:41:50.030,req-0003074,user-036,signup,400,32.285,eastus,24h
2026-05-04 01:43:32.311,req-0003075,user-020,login,400,20.760,westus,4h
2026-05-04 01:45:03.176,req-0003076,user-050,userinfo,400,8.668,southeastasia,24h
2026-05-04 01:45:48.322,req-0003077,user-004,login,200,28.083,eastus,2h
2026-05-04 01:49:03.062,req-0003078,user-023,login,200,31.811,westus,8h
2026-05-04 01:50:40.630,req-0003079,user-007,tokenvalidation,200,7.742,northeurope,24h
2026-05-04 01:51:24.392,req-0003080,user-042,signup,201,50.581,eastus,4h
2026-05-04 01:56:31.312,req-0003081,user-022,tokenvalidation,200,8.079,eastus,
2026-05-04 01:57:51.552,req-0003082,user-018,userinfo,200,18.996,eastus,2h
2026-05-04 01:58:11.871,req-0003083,user-042,tokenvalidation,200,10.599,northeurope,30m
2026-05-04 01:58:53.827,req-0003084,user-033,signup,400,42.317,northeurope,8h
2026-05-04 01:59:42.985,req-0003085,user-006,tokenvalidation,200,7.188,eastus,
2026-05-04 02:00:26.840,req-0003086,user-002,tokenexchange,200,85.278,northeurope,2h
2026-05-04 02:00:30.389,req-0003087,user-028,signup,400,27.113,westus,15m
2026-05-04 02:01:25.848,req-0003088,user-020,userinfo,200,36.035,northeurope,8h
2026-05-04 02:02:57.537,req-0003089,user-035,tokenvalidation,200,7.063,westus,
2026-05-04 02:03:13.307,req-0003090,user-004,login,401,22.508,eastus,4h
2026-05-04 02:05:29.572,req-0003091,user-045,logout,400,5.737,eastus,2h
2026-05-04 02:06:21.844,req-0003092,user-019,tokenexchange,200,34.194,eastus,15m
2026-05-04 02:08:11.270,req-0003093,user-007,tokenvalidation,200,8.180,westus,24h
2026-05-04 02:08:41.798,req-0003094,user-047,tokenvalidation,200,11.293,eastus,15m
2026-05-04 02:09:02.347,req-0003095,user-018,tokenvalidation,200,4.074,eastus,8h
2026-05-04 02:09:17.405,req-0003096,user-025,login,400,10.062,eastus,4h
2026-05-04 02:10:29.054,req-0003097,user-034,userinfo,401,15.003,eastus,30m
2026-05-04 02:11:21.230,req-0003098,user-007,userinfo,400,16.463,westus,1h
2026-05-04 02:14:35.738,req-0003099,user-003,login,401,47.423,westus,1h
2026-05-04 02:18:42.907,req-0003100,user-032,signup,201,62.133,northeurope,4h
2026-05-04 02:18:51.791,req-0003101,,login,500,228.163,northeurope,4h
2026-05-04 02:24:07.494,req-0003102,user-037,tokenvalidation,200,8.881,eastus,8h
2026-05-04 02:24:53.076,req-0003103,user-034,signup,201,64.436,northeurope,1h
2026-05-04 02:28:57.977,req-0003104,user-004,tokenvalidation,200,5.613,eastus,30m
2026-05-04 02:29:04.181,req-0003105,user-024,login,500,457.786,westus,1h
2026-05-04 02:29:33.813,req-0003106,,logout,200,18.691,eastus,
2026-05-04 02:31:26.076,req-0003107,user-032,login,200,35.146,eastus,1h
2026-05-04 02:34:12.160,req-0003108,user-024,tokenvalidation,401,4.917,eastus,15m
2026-05-04 02:34:32.443,req-0003109,user-030,tokenvalidation,401,9.035,westus,30m
2026-05-04 02:35:26.953,req-0003110,user-033,login,400,13.569,westus,8h
2026-05-04 02:38:22.721,req-0003111,user-036,logout,200,21.097,eastus,15m
2026-05-04 02:39:56.724,req-0003112,user-042,login,200,41.578,westus,24h
2026-05-04 02:40:00.056,req-0003113,user-005,tokenexchange,200,86.360,westus,30m
2026-05-04 02:40:10.162,req-0003114,user-038,tokenvalidation,200,11.032,,8h
2026-05-04 02:40:12.252,req-0003115,user-015,tokenvalidation,200,8.460,westus,1h
2026-05-04 02:42:40.479,req-0003116,user-001,logout,200,11.979,northeurope,4h
2026-05-04 02:42:40.565,req-0003117,user-012,tokenvalidation,500,92.600,eastus,1h
2026-05-04 02:42:41.711,req-0003118,user-021,tokenvalidation,200,11.288,eastus,30m
2026-05-04 02:42:59.621,req-0003119,user-032,login,200,21.215,,15m
2026-05-04 02:46:07.799,req-0003120,user-037,tokenvalidation,500,75.739,eastus,30m
2026-05-04 02:47:23.862,req-0003121,user-010,tokenvalidation,200,5.052,eastus,
2026-05-04 02:47:37.070,req-0003122,user-023,tokenvalidation,200,7.682,westus,30m
2026-05-04 02:48:48.410,req-0003123,user-028,tokenvalidation,200,9.881,eastus,15m
2026-05-04 02:50:00.485,req-0003124,user-009,tokenexchange,401,60.214,westus,30m
2026-05-04 02:50:02.612,req-0003125,user-048,tokenexchange,200,72.224,eastus,8h
2026-05-04 02:51:07.384,req-0003126,user-038,tokenexchange,400,43.195,eastus,1h
2026-05-04 02:54:51.541,req-0003127,user-020,login,200,55.571,eastus,15m
2026-05-04 02:55:35.474,req-0003128,user-041,userinfo,200,29.741,eastus,24h
2026-05-04 02:55:47.914,req-0003129,user-022,signup,201,48.825,eastus,8h
2026-05-04 02:56:06.209,req-0003130,user-006,tokenvalidation,200,11.083,northeurope,4h
2026-05-04 02:56:36.006,req-0003131,user-004,signup,400,24.750,westus,
2026-05-04 02:56:42.125,req-0003132,user-014,login,401,17.347,northeurope,30m
2026-05-04 02:56:51.246,req-0003133,user-027,tokenexchange,200,72.490,westus,8h
2026-05-04 02:57:36.331,req-0003134,user-009,login,200,28.196,southeastasia,
2026-05-04 02:58:05.976,req-0003135,user-041,login,200,31.876,westus,1h
2026-05-04 03:00:55.694,req-0003136,user-033,tokenvalidation,401,7.069,eastus,4h
2026-05-04 03:01:08.569,req-0003137,user-046,tokenvalidation,200,9.781,westus,15m
2026-05-04 03:02:14.011,req-0003138,user-027,login,200,37.692,eastus,24h
2026-05-04 03:02:21.337,req-0003139,user-049,tokenexchange,200,35.692,,30m
2026-05-04 03:02:25.734,req-0003140,,tokenvalidation,401,5.086,westus,15m
2026-05-04 03:04:14.829,req-0003141,user-036,tokenvalidation,500,84.422,westus,
2026-05-04 03:05:16.584,req-0003142,,login,401,25.955,westus,8h
2026-05-04 03:05:42.317,req-0003143,user-009,userinfo,200,22.595,,8h
2026-05-04 03:07:32.546,req-0003144,user-044,login,401,34.558,eastus,8h
2026-05-04 03:07:37.894,req-0003145,user-016,tokenvalidation,200,6.443,northeurope,1h
2026-05-04 03:10:50.684,req-0003146,user-013,tokenvalidation,200,6.163,eastus,2h
2026-05-04 03:11:38.889,req-0003147,user-042,userinfo,200,35.011,westus,8h
2026-05-04 03:11:49.138,req-0003148,user-032,login,401,18.007,eastus,15m
2026-05-04 03:12:14.037,req-0003149,user-028,login,200,43.568,westus,24h
2026-05-04 03:14:04.948,req-0003150,,userinfo,200,21.573,eastus,15m
2026-05-04 03:17:41.754,req-0003151,user-034,tokenvalidation,401,4.199,westus,4h
2026-05-04 03:17:45.727,req-0003152,user-029,signup,201,103.395,westus,1h
2026-05-04 03:20:24.648,req-0003153,user-005,login,401,30.411,,
2026-05-04 03:22:47.199,req-0003154,user-040,tokenvalidation,500,64.581,eastus,8h
2026-05-04 03:23:37.625,req-0003155,user-027,login,500,259.638,westus,15m
2026-05-04 03:25:36.202,req-0003156,,tokenvalidation,200,8.943,northeurope,8h
2026-05-04 03:25:46.361,req-0003157,user-041,login,200,28.119,westus,24h
2026-05-04 03:25:47.339,req-0003158,user-037,tokenexchange,200,37.058,eastus,15m
2026-05-04 03:25:48.367,req-0003159,user-040,tokenvalidation,200,6.958,westus,1h
